id,fuente_url,texto_guarani,etiqueta_sentimiento,categoria,fecha_descarga
019b52a8-de31-4faf-97bd-0774d620c49e,https://huggingface.co/datasets/mmaguero/gn-jopara-sentiment-analysis/raw/main/balanced/sa3_trainBal.txt,@GuilleMurto ekiririnte ha eñe'e englishpe mba'e... ndereñe'ekuaai la guaranime.. hahaha ||| negative,neutral,jopara_sentiment_balanced,2026-08-07T19:50:35.297528+00:00
d5d8ccac-a10f-470a-8099-361a8f5c09c2,https://huggingface.co/datasets/mmaguero/gn-jopara-sentiment-analysis/raw/main/balanced/sa3_trainBal.txt,Oposición ojoaju San Patricio gotyo - ABC Remiandu - https://t.co/jAVZoVntO2 https://t.co/ptGTD3OBac ||| negative,neutral,jopara_sentiment_balanced,2026-08-07T19:50:35.297528+00:00
4df9b536-1cee-44b1-9ee0-e11ed1eaf907,https://huggingface.co/datasets/mmaguero/gn-jopara-sentiment-analysis/raw/main/balanced/sa3_trainBal.txt,"@LaNacionPy Genial, eireteisha he'ê la kaso ñemombe'u guaranime, i porãiterei ko tembiapo ||| positive",neutral,jopara_sentiment_balanced,2026-08-07T19:50:35.297528+00:00
4180fbbe-13e1-4261-97f1-6df0a4cec274,https://huggingface.co/datasets/mmaguero/gn-jopara-sentiment-analysis/raw/main/balanced/sa3_trainBal.txt,@VenusdeMilva mbaeichapa igustota pe mo tenondero tembiapo musica electronica guaranime #amanota ||| positive,neutral,jopara_sentiment_balanced,2026-08-07T19:50:35.297528+00:00
f5cfa643-e909-4bec-9588-92d38168426d,https://huggingface.co/datasets/mmaguero/gn-jopara-sentiment-analysis/raw/main/balanced/sa3_trainBal.txt,"Mba'ere piko ndapeñe'êsei guaranime, ha ndapehaisei avei? #pendetavyjeikuaaitereimango ||| negative",neutral,jopara_sentiment_balanced,2026-08-07T19:50:35.297528+00:00
8aeb6bd9-9abe-47d4-92b8-08731d9095f6,https://huggingface.co/datasets/mmaguero/gn-jopara-sentiment-analysis/raw/main/balanced/sa3_trainBal.txt,"Ahora en contacto con  ""ACCION RADIO"" el Pai Alberto Luna sobre Misa en GUARANI ha purahei guaranime ||| neutral",neutral,jopara_sentiment_balanced,2026-08-07T19:50:35.297528+00:00
0ae474fd-23b7-4193-b454-0a664a985453,https://huggingface.co/datasets/mmaguero/gn-jopara-sentiment-analysis/raw/main/balanced/sa3_trainBal.txt,AJÉPA IPORÃITE... LATAM AIRLINES  Comandante dando indicaciones en Guarani https://t.co/DQWSmAZozP ||| positive,neutral,jopara_sentiment_balanced,2026-08-07T19:50:35.297528+00:00
c65acee2-0158-435d-affe-3c0f9b615f22,https://huggingface.co/datasets/mmaguero/gn-jopara-sentiment-analysis/raw/main/balanced/sa3_trainBal.txt,"Umi che angirū #lacalle pegua maitei peēme guarã. Ko árape ndaikatumoai aporohendu, aimegui mbo'ehao guaranime guape :) ||| neutral",neutral,jopara_sentiment_balanced,2026-08-07T19:50:35.297528+00:00
3cd0500d-6b8a-4a78-8175-71c2ba71cffa,https://huggingface.co/datasets/mmaguero/gn-jopara-sentiment-analysis/raw/main/balanced/sa3_trainBal.txt,"@feernandarooa Ndaikua'aietevoi mbaeichapa ahai,ani chembo'eseti mba'eicha ahai arâ guaraníme che aikuaa voi ? jurujujajo. Ehenoina cheve ☹ ||| negative",neutral,jopara_sentiment_balanced,2026-08-07T19:50:35.297528+00:00
9e2a9691-ff19-4c8e-8c8f-601cf3da1f87,https://huggingface.co/datasets/mmaguero/gn-jopara-sentiment-analysis/raw/main/balanced/sa3_trainBal.txt,"@patriciavargasq @Telefuturo @npyoficial @AM_1080 Che añua ha maitei ,kuñatai..! Ype'apere ,y.. Anike nekanguy ko'a tapicha heko hendape'yva.. ||| positive",neutral,jopara_sentiment_balanced,2026-08-07T19:50:35.297528+00:00
be9fa6d6-d600-4185-b38f-3c843f8952f9,https://huggingface.co/datasets/mmaguero/gn-jopara-sentiment-analysis/raw/main/balanced/sa3_trainBal.txt,@InsaurraldeN @pabloamarillapy @mb_ins @davidbritezm Jajapókatu 1. Guarani 2. Aguyje 3. Taneko'ẽporãite ||| neutral,neutral,jopara_sentiment_balanced,2026-08-07T19:50:35.297528+00:00
61e03a63-2de8-4900-a865-7607f7cb836b,https://huggingface.co/datasets/mmaguero/gn-jopara-sentiment-analysis/raw/main/balanced/sa3_trainBal.txt,"Felicitaciones al Señor @losadajoaquin, Intendente de Posadas, por poner en valor el Idioma Guarani. Vy'apavê Karai ""JL"" Posadas-gua Mburuvicha, omomba'eguasúre Avañe'ême.  Hoy me sorprendí gratamente al ver el grupo de estudiantes de Guarani en La Muni.  #JRF_GT https://t.co/F1KVFW2A6Q ||| positive",neutral,jopara_sentiment_balanced,2026-08-07T19:50:35.297528+00:00
0380e250-a8a2-4bda-8345-5c575408a6b2,https://huggingface.co/datasets/mmaguero/gn-jopara-sentiment-analysis/raw/main/balanced/sa3_trainBal.txt,@EleditorPy @Yoyi_aponte @concursomarcapy @MIC_PY @Lizcramer_py @Senatur_Py @SPL_Paraguay ROHAYHU PARAGUAY DE MIS AMORES... ||| positive,neutral,jopara_sentiment_balanced,2026-08-07T19:50:35.297528+00:00
b223ff90-dd81-4e9e-bd31-1a96888ae599,https://huggingface.co/datasets/mmaguero/gn-jopara-sentiment-analysis/raw/main/balanced/sa3_trainBal.txt,Mamóguipa añepyrũta he'i gua'i ho’usérõ chipa argolla. ||| neutral,neutral,jopara_sentiment_balanced,2026-08-07T19:50:35.297528+00:00
f1b9edf7-56c9-4763-9bb6-ee7acf3da9c5,https://huggingface.co/datasets/mmaguero/gn-jopara-sentiment-analysis/raw/main/balanced/sa3_trainBal.txt,"@nestornunezpy Ikatu Koa Mba'e la oiko, Mina, mba'eve ndoescribii ha ndoleei la guaranime, upeare Ikatu ha'e ojeaplaza akue amo colegiope ha ndohayhui ore idioma ha oimo'a entero estudiante peicha avei... Che upeante la che humilde opinión. ||| negative",neutral,jopara_sentiment_balanced,2026-08-07T19:50:35.297528+00:00
f23d6b01-2a4d-4c3b-aa22-fc5a0b0bf781,https://huggingface.co/datasets/mmaguero/gn-jopara-sentiment-analysis/raw/main/balanced/sa3_trainBal.txt,"""LA DIVINA MISERICORDIA - JESÚS MISERICORDIOSO - HESU JEHECHAKUAAPAVÊ"" en Cafe Historia: http://t.co/HACNkZ1HSo ||| positive",neutral,jopara_sentiment_balanced,2026-08-07T19:50:35.297528+00:00
c1273e24-b51c-41e7-a0b0-eba396f741c8,https://huggingface.co/datasets/mmaguero/gn-jopara-sentiment-analysis/raw/main/balanced/sa3_trainBal.txt,"@ActLenguas En idioma Guarani (Paraguay), ""Hola"" se dice ""Mba'eichapa"" ||| neutral",neutral,jopara_sentiment_balanced,2026-08-07T19:50:35.297528+00:00
b3681353-d483-4e09-98c9-041010a496d1,https://huggingface.co/datasets/mmaguero/gn-jopara-sentiment-analysis/raw/main/balanced/sa3_trainBal.txt,"Mba'eicha o je'e lavarropa guaranime. Pe ojoheiva ha omokava che ao che remvirekoicha, pero ndo je plagueaiva jajaja ||| neutral",neutral,jopara_sentiment_balanced,2026-08-07T19:50:35.297528+00:00
c392949b-0bbb-459c-aba3-ef3dd2d17ef0,https://huggingface.co/datasets/mmaguero/gn-jopara-sentiment-analysis/raw/main/balanced/sa3_trainBal.txt,#AeroGarzia 939 guaranime porundy mbohapy porundy ||| neutral,neutral,jopara_sentiment_balanced,2026-08-07T19:50:35.297528+00:00
1630f50b-4bfe-46c9-a516-0cf8aad3c8ca,https://huggingface.co/datasets/mmaguero/gn-jopara-sentiment-analysis/raw/main/balanced/sa3_trainBal.txt,"Kóva ndahuguýi, he'i ñati'û ojopírô estátua ||| neutral",neutral,jopara_sentiment_balanced,2026-08-07T19:50:35.297528+00:00
1d0d4637-4cd1-4cb9-a8cd-b42b685dc0b7,https://huggingface.co/datasets/mmaguero/gn-jopara-sentiment-analysis/raw/main/balanced/sa3_trainBal.txt,"@paraguayologia_ Arriéro molde vai, kururu ñembo'y ||| negative",neutral,jopara_sentiment_balanced,2026-08-07T19:50:35.297528+00:00
42aa7d37-a63c-4588-9a21-a3369b16bc04,https://huggingface.co/datasets/mmaguero/gn-jopara-sentiment-analysis/raw/main/balanced/sa3_trainBal.txt,@ClubGuarani Cómo pio la publicación sale en portugués?  Che aipota osê guaranime. 😐 ||| negative,neutral,jopara_sentiment_balanced,2026-08-07T19:50:35.297528+00:00
5925ab09-fa5a-4c33-9f1e-f44b025b3a4c,https://huggingface.co/datasets/mmaguero/gn-jopara-sentiment-analysis/raw/main/balanced/sa3_trainBal.txt,@SaldonSergioOK Terehoporãie Josué Colmán ha tandepo'aite 2018-pe ||| positive,neutral,jopara_sentiment_balanced,2026-08-07T19:50:35.297528+00:00
110c83b6-b1f7-4b8a-92aa-5c1e532556cf,https://huggingface.co/datasets/mmaguero/gn-jopara-sentiment-analysis/raw/main/balanced/sa3_trainBal.txt,"Aguyje, Tupâ Marangatu...!!  Amohû'â porâite haguere tembiapo ko'arapegua..!  Añua maymaitevape..! https://t.co/g72iC1aqh6 ||| positive",neutral,jopara_sentiment_balanced,2026-08-07T19:50:35.297528+00:00
4ca4149a-063d-4b79-9e8f-89398a4af584,https://huggingface.co/datasets/mmaguero/gn-jopara-sentiment-analysis/raw/main/balanced/sa3_trainBal.txt,Paraguay; un país plurilingüe y pluricultural -  https://t.co/7DXxGDbd3G @sitiocero  @SPL_Paraguay ||| neutral,neutral,jopara_sentiment_balanced,2026-08-07T19:50:35.297528+00:00
e277ec7b-f3c4-40d9-a6f4-344936bac906,https://huggingface.co/datasets/mmaguero/gn-jopara-sentiment-analysis/raw/main/balanced/sa3_trainBal.txt,"@isaacorue NUNCA LUEGO VAS A ENTENDER ; Aca todos somos paraguayos ÑANDE ÑAÑE.E GUARANIME HA NDE ÑE.E  INGLESPE .. MBA¨E PIO KOA , jajajaja ||| neutral",neutral,jopara_sentiment_balanced,2026-08-07T19:50:35.297528+00:00
679cb01c-5e92-438c-b0fa-e584e762fed9,https://huggingface.co/datasets/mmaguero/gn-jopara-sentiment-analysis/raw/main/balanced/sa3_trainBal.txt,#PyNoticias KATUETE OÑEHEPYME'ÊVA'ERÂ AGUINALDO. Mayma mba'apohárape he'i @MTESS_PY @SPL_Paraguay https://t.co/B4glgRByFH ||| neutral,neutral,jopara_sentiment_balanced,2026-08-07T19:50:35.297528+00:00
b157c59e-64b6-4e97-8d1a-249bf4dd5c76,https://huggingface.co/datasets/mmaguero/gn-jopara-sentiment-analysis/raw/main/balanced/sa3_trainBal.txt,@MilvaGauto @Ndishpy 🤣🤣🤣🤣🤣🤣🤣👏🏼👏🏼👏🏼 ||| neutral,neutral,jopara_sentiment_balanced,2026-08-07T19:50:35.297528+00:00
a90e84ce-2924-4c68-915b-cba26fa503b3,https://huggingface.co/datasets/mmaguero/gn-jopara-sentiment-analysis/raw/main/balanced/sa3_trainBal.txt,"Chemba’éngo nemba’énte avei, he’íje kasô ajeno reheve ofarreáva. ||| neutral",neutral,jopara_sentiment_balanced,2026-08-07T19:50:35.297528+00:00
b7ab3182-19cf-4d32-b6c0-efee43627dfb,https://huggingface.co/datasets/mmaguero/gn-jopara-sentiment-analysis/raw/main/balanced/sa3_trainBal.txt,Tapereko peteî pyhare porã :) anike penderesarái peñe'êva'erã guaraníme opa ára. ||| positive,neutral,jopara_sentiment_balanced,2026-08-07T19:50:35.297528+00:00
1facf1f6-f33a-4932-b472-8d344a654e53,https://huggingface.co/datasets/mmaguero/gn-jopara-sentiment-analysis/raw/main/balanced/sa3_trainBal.txt,"Oñeguenohẽta App oguerekóva mombe’upy ayvu guaraníme, ArandukApp https://t.co/pt580ib3Xb @PresidenciaPy @julioullon @Miticpy @ParaguayTVHD @rnpy920am @IPParaguay https://t.co/bSGjq2ijVo ||| positive",neutral,jopara_sentiment_balanced,2026-08-07T19:50:35.297528+00:00
b031b111-c64a-4cd5-9bb2-2af157373108,https://huggingface.co/datasets/mmaguero/gn-jopara-sentiment-analysis/raw/main/balanced/sa3_trainBal.txt,Twitter-pe añeñandu che rógaicha.  Avave nacherendúi avei ko'ape. ||| neutral,neutral,jopara_sentiment_balanced,2026-08-07T19:50:35.297528+00:00
8aa0677e-6f0b-457f-8591-f6c6c13a8b18,https://huggingface.co/datasets/mmaguero/gn-jopara-sentiment-analysis/raw/main/balanced/sa3_trainBal.txt,“Rohayhu che ñe’ẽ”: Ñañehenoimbaite ñamomorãvo guarani peteĩ arapokõindy pukukue https://t.co/lickqQ1Cwg https://t.co/kxJuvaJc51 ||| positive,neutral,jopara_sentiment_balanced,2026-08-07T19:50:35.297528+00:00
d0e2771a-bcbf-4d5e-893c-d95ba4dfcb72,https://huggingface.co/datasets/mmaguero/gn-jopara-sentiment-analysis/raw/main/balanced/sa3_trainBal.txt,"Peteî tendápe The Ocean Blue, ha ambuépe Marco Antonio Solis... Hoita! ||| positive",neutral,jopara_sentiment_balanced,2026-08-07T19:50:35.297528+00:00
618d3ba3-c24c-4b07-99fe-0007c65624ff,https://huggingface.co/datasets/mmaguero/gn-jopara-sentiment-analysis/raw/main/balanced/sa3_trainBal.txt,@DanteGaona1 Debora rohechaga'úta ||| negative,neutral,jopara_sentiment_balanced,2026-08-07T19:50:35.297528+00:00
b5df28f4-1e1c-4ea6-bf27-e2e836ddb718,https://huggingface.co/datasets/mmaguero/gn-jopara-sentiment-analysis/raw/main/balanced/sa3_trainBal.txt,@RohayhuBaby jajajaja yo te sigo la corriente nomas :D Ikatunte avei ÑaÑe.e guaranime ||| neutral,neutral,jopara_sentiment_balanced,2026-08-07T19:50:35.297528+00:00
2a6370cf-4433-4cff-a2b9-8b6f77962d85,https://huggingface.co/datasets/mmaguero/gn-jopara-sentiment-analysis/raw/main/balanced/sa3_trainBal.txt,"""Avave noñembyaty mo'âi Marta Lafuente ndive. Nojeírirô rombotyta ambue mbo'ehao"".   He'i temimbo'ekuéra ||| negative",neutral,jopara_sentiment_balanced,2026-08-07T19:50:35.297528+00:00
f6be79a5-2a80-4c79-8351-53ba440f72b8,https://huggingface.co/datasets/mmaguero/gn-jopara-sentiment-analysis/raw/main/balanced/sa3_trainBal.txt,@B68July Aporandu avañe'eme hina ndeve. Terã pepevente eñe'ekuaa? Amalicia epyta porã haguã nde candidatondi ehaí kuri. ||| negative,neutral,jopara_sentiment_balanced,2026-08-07T19:50:35.297528+00:00
21a16d90-af68-40fe-b017-d07ab843f88d,https://huggingface.co/datasets/mmaguero/gn-jopara-sentiment-analysis/raw/main/balanced/sa3_trainBal.txt,@InsaurraldeN Aguyjevete Néstor. Iporâ ko marandu ||| positive,neutral,jopara_sentiment_balanced,2026-08-07T19:50:35.297528+00:00
2796879e-e71e-4c57-a5f4-88e12ef4e72f,https://huggingface.co/datasets/mmaguero/gn-jopara-sentiment-analysis/raw/main/balanced/sa3_trainBal.txt,SEMANA SANTA PARAGUAYA - GRUPO DE ESTACIONEROS SANTO REY - KAPIATA https://t.co/jQv6CHAGwu ||| neutral,neutral,jopara_sentiment_balanced,2026-08-07T19:50:35.297528+00:00
e8544f12-229a-400e-b038-c41ec1163a9a,https://huggingface.co/datasets/mmaguero/gn-jopara-sentiment-analysis/raw/main/balanced/sa3_trainBal.txt,VY'A NDAIKATÚI REJOGUA: https://t.co/biPRk3IKPy vía @YouTube ||| negative,neutral,jopara_sentiment_balanced,2026-08-07T19:50:35.297528+00:00
d2448d9a-52d5-4e3a-9268-401490566036,https://huggingface.co/datasets/mmaguero/gn-jopara-sentiment-analysis/raw/main/balanced/sa3_trainBal.txt,"Ejemplos: «Eju ekaru»; «Eho ehecha mba'e oiko»; «Eju eke». ¿Cree que de ahí salen «vení dormí», «vení comé», etc.?  @lenguaguarani ||| neutral",neutral,jopara_sentiment_balanced,2026-08-07T19:50:35.297528+00:00
af415479-3ca5-4c1f-a680-d1f83daff63e,https://huggingface.co/datasets/mmaguero/gn-jopara-sentiment-analysis/raw/main/balanced/sa3_trainBal.txt,@daveRojito Rojapota hina (:  #TuguyVai ||| neutral,neutral,jopara_sentiment_balanced,2026-08-07T19:50:35.297528+00:00
f4500818-3be1-4cf2-9c3b-78370a389f6c,https://huggingface.co/datasets/mmaguero/gn-jopara-sentiment-analysis/raw/main/balanced/sa3_trainBal.txt,"#Marandu @msaludpy omomarandu mayma tavayguápe, ojeguerekoha hekoitépe, opa tasyokuéra rupi “vacuna contra la fiebre amarilla”, ha péva omoîkava’erâ katuete, tapichakuéra ouva terâ ohótava tetâ Brasil-pe, péva rehegua reikuaavéta, #ParaguayNoticias https://t.co/53xEcunSIv ||| positive",neutral,jopara_sentiment_balanced,2026-08-07T19:50:35.297528+00:00
df3183a3-2d97-4977-8ea0-e942c3a16cb7,https://huggingface.co/datasets/mmaguero/gn-jopara-sentiment-analysis/raw/main/balanced/sa3_trainBal.txt,¡Aguyje mayma tetãyguára katupyrýpe peropy'akáre ñorairõ Chaco-pe - Gracias héroes combatientes de la Guerra del Chaco! https://t.co/jkC4jXIlQK ||| positive,neutral,jopara_sentiment_balanced,2026-08-07T19:50:35.297528+00:00
7e735e20-376b-4bb5-bc94-cb32d2102798,https://huggingface.co/datasets/mmaguero/gn-jopara-sentiment-analysis/raw/main/balanced/sa3_trainBal.txt,Eñe'ê sa'ive.  Ejapo hetave. ||| neutral,neutral,jopara_sentiment_balanced,2026-08-07T19:50:35.297528+00:00
b14832ef-007a-4058-94ba-08e8fddb944c,https://huggingface.co/datasets/mmaguero/gn-jopara-sentiment-analysis/raw/main/balanced/sa3_trainBal.txt,"Clase magistral. Imperdible Dr. Benjamín Fernández Bogado. Iñarandu, hekopotî ha hetârayhu.  https://t.co/nMxNiWBYUr ||| neutral",neutral,jopara_sentiment_balanced,2026-08-07T19:50:35.297528+00:00
c3e11db8-d5e7-4ac2-9644-d1eef3e4acf6,https://huggingface.co/datasets/mmaguero/gn-jopara-sentiment-analysis/raw/main/balanced/sa3_trainBal.txt,"Paraguái ndive upépe, UNESCO oguerojeráta ko árape París-pe Ypykuéra Ñe’ẽita Ary Yvy’ape Tuichakue Javeve https://t.co/y77UAwJY4T @PresidenciaPy @Miticpy @mreparaguay @IPParaguay @ParaguayTVHD @rnpy920am @rnpy951fm #Indigenouslanguages #IYIL2019 @UNESCO_es @IYIL2019 https://t.co/D6bowbeJQB ||| positive",neutral,jopara_sentiment_balanced,2026-08-07T19:50:35.297528+00:00
9658032c-5445-425e-ad9a-26ea381a06ce,https://huggingface.co/datasets/mmaguero/gn-jopara-sentiment-analysis/raw/main/balanced/sa3_trainBal.txt,"DÍA DEL OBRERO, GUARANÍME MBA’APOHÁRA ÁRA: 1 JASYPO – DÍA DEL OBRERO: 1 DE MAYO  Ohai: David Galeano Olivera  Ára... http://t.co/OgkDAVQKoO ||| neutral",neutral,jopara_sentiment_balanced,2026-08-07T19:50:35.297528+00:00
f147de21-ae14-419e-82e1-3607fdcdde75,https://huggingface.co/datasets/mmaguero/gn-jopara-sentiment-analysis/raw/main/balanced/sa3_trainBal.txt,Gobierno Nacional lanza campaña en guaraní “Entre todos hacemos el Paraguay de la Gente” - Tetã Rekuái omoasãi ta’angamýi guaraníme ha he’i “Opavave ñamoañetekuaa Paraguái Tetãyguára Mba’éva” @PresidenciaPy @julioullon @Miticpy https://t.co/LIM8mS5KHQ ||| positive,neutral,jopara_sentiment_balanced,2026-08-07T19:50:35.297528+00:00
e8da254a-4f5c-49d3-a96f-828f903126af,https://huggingface.co/datasets/mmaguero/gn-jopara-sentiment-analysis/raw/main/balanced/sa3_trainBal.txt,@yosurvivor [2] Pe paraguaiguakuéra jugadorpe oguerohorymo´avékuri oñeentrevistáramo ichupekuera guaranime he´i... ha ndaijapúiri! ||| neutral,neutral,jopara_sentiment_balanced,2026-08-07T19:50:35.297528+00:00
830031bc-e90a-4285-87b9-601913dbdc53,https://huggingface.co/datasets/mmaguero/gn-jopara-sentiment-analysis/raw/main/balanced/sa3_trainBal.txt,Ko ára guive ojeikekuaa PÑS ombosako’íva concurso-pe https://t.co/h3WHpWIadO https://t.co/gbKGjgwRzZ ||| neutral,neutral,jopara_sentiment_balanced,2026-08-07T19:50:35.297528+00:00
635d3701-c488-488a-bebc-3b2833df12d3,https://huggingface.co/datasets/mmaguero/gn-jopara-sentiment-analysis/raw/main/balanced/sa3_trainBal.txt,@UltimaHoracom Moopio guaranime oñeeta monbyry chugui penemandua cherehe ijetu'u ta ko 5 ary hina🤔🤔 ||| negative,neutral,jopara_sentiment_balanced,2026-08-07T19:50:35.297528+00:00
