id,fuente_url,texto_espanol,texto_guarani,categoria,fecha_crawleo
74dc82f6-db9a-4797-90dc-3d1d48d3d88b,https://www.portalguarani.com/,CENTRO DE ARTES VISUALES,MUSEO DEL BARRO,preview,2026-08-07T19:13:54.807256+00:00
110389f6-c335-40dd-86c6-15693c741fb0,https://www.portalguarani.com/,MUSEO ETNOGRÁFICO ANDRÉS BARBERO,FUNDACIÓN LA PIEDAD - ASUNCIÓN,preview,2026-08-07T19:13:54.807256+00:00
1e91d9a2-0c97-4903-a0e2-bf5b8086d0a9,https://www.portalguarani.com/,BIBLIOTECA NACIONAL DE AGRICULTURA (BINA),DR. MOISÉS S. BERTONI,preview,2026-08-07T19:13:54.807256+00:00
37965e8e-1ab3-438a-b3f2-b4cdfe1c7898,https://www.portalguarani.com/,REVISTA DEL INSTITUTO PARAGUAYO,EDICIÓN DIGITAL,preview,2026-08-07T19:13:54.807256+00:00
bcf2fd5c-c8b0-45e2-89db-134d0a4777bc,https://www.portalguarani.com/,REVOLUCIÓN DE LA INDEPENDENCIA DEL PARAGUAY 14 y 15 DE MAYO DE 1811,GOBIERNO DEL DOCTOR JOSÉ GASPAR RODRÍGUEZ DE FRANCIA,preview,2026-08-07T19:13:54.807256+00:00
cc2969f1-c9f9-4cc3-b131-e67df10a277d,https://www.portalguarani.com/,EL VETERINARIO Y SU RESPONSABILIDAD,"Ing. Agr. FERNANDO DÍAZ SHENKER - Jueves, 10 de Agosto de 2017",preview,2026-08-07T19:13:54.807256+00:00
29d55489-08a4-40fd-ac1f-7532c63b3d05,https://www.portalguarani.com/,SOCIODATA (SD),BIBLIOTECA VIRTUAL,preview,2026-08-07T19:13:54.807256+00:00
13657937-8f69-41f1-b72f-7ba6363ba74c,https://www.portalguarani.com/,LOS HUMEDALES,"Ing. Agr. FERNANDO DÍAZ SHENKER - Miércoles, 31 de Enero de 2018",preview,2026-08-07T19:13:54.807256+00:00
0a8b23d2-3264-4fc3-be16-ab6cf6a73cbd,https://www.portalguarani.com/,HACIA UN FUTURO AMBIENTAL SEGURO PARA LA HUMANIDAD,"Ing. Agr. FERNANDO DÍAZ SHENKER - Miércoles, 13 de Setiembre de 2017",preview,2026-08-07T19:13:54.807256+00:00
b7255d88-6d85-414f-96df-f6cdea220ee1,https://www.portalguarani.com/,BIBLIOTECA VIRTUAL DE LA REVISTA PARAGUAYA DE CULTURA GUARANIA,"QUINTA ETAPA - AÑO 1969 - NÚMEROS : 1, 2 y 3",preview,2026-08-07T19:13:54.807256+00:00
33923b47-7cfe-4101-bc43-17896eb98c79,https://www.portalguarani.com/,AGRICULTURA FAMILIAR,"Ing. Agr. FERNANDO DÍAZ SHENKER - Miércoles, 04 de Octubre de 2017",preview,2026-08-07T19:13:54.807256+00:00
84d04fca-9c1d-492c-91c6-4ba1efb2bf2d,https://www.portalguarani.com/,BIBLIOTECA VIRTUAL DE LA REVISTA PARAGUAYA DE CULTURA GUARANIA,GUARANIA - AÑO I - 1948,preview,2026-08-07T19:13:54.807256+00:00
42da7cd6-6600-4e97-8f29-a29c24ad70de,https://www.portalguarani.com/,MONOCULTIVOS VS AGRICULTURA CAMPESINA,Por GUILLERMO ORTEGA - Año 2018,preview,2026-08-07T19:13:54.807256+00:00
902075ab-a2a9-4153-966c-6e079937d107,https://www.portalguarani.com/,TIERRAS MALHABIDAS,Por ABEL ARECO - Año 2018,preview,2026-08-07T19:13:54.807256+00:00
38edbd42-ce2e-4eb6-a99f-4f404264529f,https://www.portalguarani.com/,CAMPO AGROPECUARIO,AÑO 17 - NÚMERO 203 - MAYO 2018 - REVISTA DIGITAL,preview,2026-08-07T19:13:54.807256+00:00
9125a176-be6b-46b2-bf1b-d45fc0c7dc69,https://www.portalguarani.com/,LOS SONIDOS DE LA LIBERTAD,"Por DELFINA ACOSTA - Domingo, 15 de Mayo de 2011",preview,2026-08-07T19:13:54.807256+00:00
1fef396c-0600-49dd-8285-f6394a5a0e0a,https://www.portalguarani.com/,POSTALES Y FOTOGRAFÍAS DEL PARAGUAY,REVOLUCIÓN DE 1912 - POSTALES Y FOTOGRAFÍAS - COLECCIÓN JAVIER YUBI,preview,2026-08-07T19:13:54.807256+00:00
dde7f6de-51fa-481e-8080-823e4608a081,https://www.portalguarani.com/,"Documental Fotográfico, sobre Paraguay con toda su dimensión social ... (1)",Marcela Barahona,preview,2026-08-07T19:13:54.807256+00:00
2b78745c-5b15-4770-8f43-54235a79a7ee,https://www.portalguarani.com/,POSTALES Y FOTOGRAFÍAS DEL PARAGUAY,REVOLUCIÓN DE 1904 - POSTALES Y FOTOGRAFÍAS - COLECCIÓN JAVIER YUBI,preview,2026-08-07T19:13:54.807256+00:00
6927db52-619e-48a0-8923-0a32a086f4ba,https://www.portalguarani.com/,"PALACETE DE LOS LÓPEZ CARRILLO, 2009",Óleo de NANNINA GALLUPPI,preview,2026-08-07T19:13:54.807256+00:00
e692a52f-8e21-475c-82ba-65ee226e2593,https://www.portalguarani.com/,"Documental Fotográfico, sobre Paraguay con toda su dimensión social ... (2)",Marcela Barahona,preview,2026-08-07T19:13:54.807256+00:00
5441bc42-e054-42c8-8f4a-40445a7c931c,https://www.portalguarani.com/,FUNCIÓN PATRONAL,Fotos de Fernando Allen - Año 2006,preview,2026-08-07T19:13:54.807256+00:00
88bf16bd-ed04-427d-b415-941fca8f3dcc,https://www.portalguarani.com/,"Fiesta de San Ignacio. (Misiones, 31 de julio)",Fotografía de Fernando Allen,preview,2026-08-07T19:13:54.807256+00:00
1dc06df6-180a-475c-88aa-135c6e4cf0c0,https://www.portalguarani.com/,PANADERIA LIGIER,Fotografía: Mario Franco,preview,2026-08-07T19:13:54.807256+00:00
bddefb24-96c8-48d5-b531-5c36f909b4b8,https://www.portalguarani.com/,"CASA DE LA INDEPENDENCIA, 1986",Dibujo de MARTÍN VALLEJOS,preview,2026-08-07T19:13:54.807256+00:00
d4f707ec-ed2b-482f-a82d-7dd6b7dc6ced,https://www.portalguarani.com/,TEMPLO DE LA ASUNCÍON (VILLARRICA),Fotógrafo: VÍCTOR BECKELMANN,preview,2026-08-07T19:13:54.807256+00:00
5af7bb91-7d7f-4fdf-818f-1e8c06e28e17,https://www.portalguarani.com/,POSTALES Y FOTOGRAFÍAS DEL PARAGUAY,REVOLUCIÓN DE 1922 - POSTALES Y FOTOGRAFÍAS - COLECCIÓN JAVIER YUBI,preview,2026-08-07T19:13:54.807256+00:00
4cdbcad4-8212-4acb-bc9f-11795f9caa17,https://www.portalguarani.com/,Los Ayoreos de Jesudi,Fotografías: Archivo del Centro Cultural del Lago (Areguá-Paraguay),preview,2026-08-07T19:13:54.807256+00:00
5950e1ee-c83c-409e-8441-5b6296ea1db3,https://www.portalguarani.com/,"FOLKLORE, TRADICIONES, MITOS Y LEYENDAS DEL PARAGUAY",COMPILACIÓN Y BIBLIOGRAFÍA RECOMENDADA,preview,2026-08-07T19:13:54.807256+00:00
7016af20-2b6b-40fc-ab9e-6fd35feac177,https://www.portalguarani.com/,CABELLO DE ÁNGEL,PROPIEDADES - Estudio de JAVIER CATALDO,preview,2026-08-07T19:13:54.807256+00:00
11c88625-d954-49ac-b1cd-9d1584962000,https://www.portalguarani.com/,FRUTOS SILVESTRES,"RECURSOS FITOGENÉTICOS, 1997 - NÉLIDA SORIA REY",preview,2026-08-07T19:13:54.807256+00:00
f73944c2-b248-4e26-8235-b05a61588094,https://www.portalguarani.com/,CAPII CATI,PROPIEDADES - Estudio de JAVIER CATALDO,preview,2026-08-07T19:13:54.807256+00:00
0eb5416d-f028-4e94-9e68-113e8540ebaf,https://www.portalguarani.com/,MALVA DE CASTILLA,PROPIEDADES - Estudio de JAVIER CATALDO,preview,2026-08-07T19:13:54.807256+00:00
3d45dc6e-9c55-4a49-a1d7-3ea344ddb8a2,https://www.portalguarani.com/,SANGUINARIA,PROPIEDADES - Estudio de JAVIER CATALDO,preview,2026-08-07T19:13:54.807256+00:00
152c26cb-9f58-4d07-bbf0-998758b0b5f9,https://www.portalguarani.com/,BODA CAMPESTRE,PARAGUAY - Foto de ADOLFO MARÍA FRIEDRICH,preview,2026-08-07T19:13:54.807256+00:00
074b2503-1d0a-47df-8bf0-bd93f4b4941f,https://www.portalguarani.com/,NAÑANDEREKOJOJÁI,NO SOMOS IGUALES,preview,2026-08-07T19:13:54.807256+00:00
2891b53f-3658-4674-927b-76058bdbd20d,https://www.portalguarani.com/,¡KERAPOTY TOVEVE! ANTOLOGÍA BILINGÜE,Por FÉLIX DE GUARANIA - Año 2011,preview,2026-08-07T19:13:54.807256+00:00
f98709b6-dc35-457c-b35d-6075bfc0d954,https://www.portalguarani.com/,UH TIENE RAZÓN,GUARANI ES LA ASIGNATURA MÁS ODIADA. (EN REALIDAD LO QUE ODIAN ES EL JOPARA),preview,2026-08-07T19:13:54.807256+00:00
021f99cd-2a7b-4c68-b65c-1026d474012e,https://www.portalguarani.com/,IDIOMA GUARANÍ,POESÍAS - MÚSICAS - ESTUDIOS - ENSAYOS - DICCIONARIOS,preview,2026-08-07T19:13:54.807256+00:00
57b708d6-48a8-425b-b971-41b2611d981d,https://www.portalguarani.com/,ROHAYHUGUI MI CORAZÓN,Letra: EMILIANO R. FERNÁNDEZ,preview,2026-08-07T19:13:54.807256+00:00
f58488cf-12b8-4dd0-80bd-6d57d0d54848,https://www.portalguarani.com/,MOMBYRY ÑAIME RIRE (Partitura),Polca Canción de DEMETRIO ORTÍZ,preview,2026-08-07T19:13:54.807256+00:00
a101542c-d2a7-4228-aa29-4e6fc05f06df,https://www.portalguarani.com/,KILÓMETRO 11,KILÓMETRO 11 - Transcripción por TANIA RAMOS,preview,2026-08-07T19:13:54.807256+00:00
1dbc7cb6-3ef0-4792-ab73-4c5ec73c6ba6,https://www.portalguarani.com/,UNA GUITARRA EN EL CREPÚSCULO,GUIDO CHEAIB,preview,2026-08-07T19:13:54.807256+00:00
75892af4-4f33-4ef8-b7be-959f1d4e98a1,https://www.portalguarani.com/,ADIÓS CHE PARAHE KUE (Partitura),EMILIANO R. FERNÁNDEZ,preview,2026-08-07T19:13:54.807256+00:00
92a4d313-70ab-4af9-9bf0-249998aa8142,https://www.portalguarani.com/,NDE JURU MBYTE (Partitura),Polca de EMILIANO R. FERNÁNDEZ,preview,2026-08-07T19:13:54.807256+00:00
517cd635-39cd-4791-8f55-bcff8b390ae1,https://www.portalguarani.com/,"PERURIMA HA VYRORIMA REKOASAKUE, 2011",CUENTOS DE PERURIMA - Por FÉLIX DE GUARANIA,preview,2026-08-07T19:13:54.807256+00:00
d351243e-c5dc-4a7e-b239-09b7e7f260b9,https://www.portalguarani.com/,DE LEJOS VENGO,Letra y Música: CARLOS QUINTANA,preview,2026-08-07T19:13:54.807256+00:00
84b8ae00-4334-41db-84ba-7becf7fc4672,https://www.portalguarani.com/,MEDALLA DE TUYUTÍ (3 DE NOVIEMBRE DE 1867),"PASO PUCÚ, 15 DE NOVIEMBRE DE 1867",preview,2026-08-07T19:13:54.807256+00:00
caf51e86-ed7c-4ab9-84d8-c570a9bac236,https://www.portalguarani.com/,EL ORATORIO,MUSEO HISTÓRICO CASA DE LA INDEPENDENCIA,preview,2026-08-07T19:13:54.807256+00:00
19e7a09a-4d07-4e17-8d9b-e5fa5e359516,https://www.portalguarani.com/,MUSEO VIRTUAL DE LA MEMORIA Y VERDAD SOBRE EL STRONISMO,EL STRONISMO - SÁTIRAS AL STRONISMO,preview,2026-08-07T19:13:54.807256+00:00
ff7aa844-2ddf-43ec-986b-2e68ea0ee137,https://www.portalguarani.com/,MEDALLA A LOS VENCEDORES DE CORRIENTES,25 DE MAYO DE 1865 - LEY: 19 DE AGOSTO DE 1865,preview,2026-08-07T19:13:54.807256+00:00
23cc15b1-f968-4fb5-ae11-51f54826513a,https://www.portalguarani.com/,LA GUERRA DEL CHACO,I - BOQUERÓN - Coronel CARLOS JOSÉ FERNÁNDEZ,preview,2026-08-07T19:13:54.807256+00:00
e778e77b-d3d4-4e54-9cfa-a7d34fdb185b,https://www.portalguarani.com/,"POLÍTICA AMERICANA, 1925",Por CECILIO BÁEZ,preview,2026-08-07T19:13:54.807256+00:00
e8defc06-418d-4132-beba-42368e900e84,https://www.portalguarani.com/,MUSEO VIRTUAL DE LA MEMORIA Y VERDAD SOBRE EL STRONISMO,EL STRONISMO - AFILIACIÓN MASIVA,preview,2026-08-07T19:13:54.807256+00:00
817bf968-ac93-42b7-a959-4f496bd60440,https://www.portalguarani.com/,GUERRA DE LA TRIPLE ALIANZA (BRASIL,ARGENTINA - URUGUAY contra PARAGUAY) 1865 - 1870,preview,2026-08-07T19:13:54.807256+00:00
3fa9eec3-43a9-486d-baf7-09d8f92cb52a,https://www.portalguarani.com/,MUSEO VIRTUAL DE LA MEMORIA Y VERDAD SOBRE EL STRONISMO,EL STRONISMO - CONTEXTO NACIONAL E INTERNACIONAL,preview,2026-08-07T19:13:54.807256+00:00
d48bed76-f21f-490b-9bae-07aa0989f998,https://www.portalguarani.com/,LA GUERRA DEL CHACO,II - SAAVEDRA - Coronel CARLOS JOSÉ FERNÁNDEZ,preview,2026-08-07T19:13:54.807256+00:00
19f37a13-de87-4a31-8d26-bd04c859c366,https://www.portalguarani.com/,"BATALLA DE TUYUTÍ, MAYO 24 DE 1866",Óleo sobre tela de CANDIDO LÓPEZ,preview,2026-08-07T19:13:54.807256+00:00
969887e0-1968-4423-ac0a-9465587f0b7f,https://www.portalguarani.com/,EL DICTADOR FRANCIA,Por THOMAS CARLYLE - Año 1937,preview,2026-08-07T19:13:54.807256+00:00
1b8f30b2-34c0-48ab-96b1-affca7cced7f,https://www.portalguarani.com/,HISTORIA DIPLOMÁTICA DEL PARAGUAY DE 1869 HASTA NUESTROS DÍAS,7ª EDICIÓN - Autor: ANTONIO SALUM FLECHA - Año 2007,preview,2026-08-07T19:13:54.807256+00:00
e559d451-4844-491d-b095-cd8838fe70fd,https://www.portalguarani.com/,"El vuelo del Cóndor, 40 años después","Instaurar la vigencia real de los derechos humanos en el Mercosur, sin olvidos, con justicia y reparación - DERECHOS HUMANOS EN PARAGUAY 2015 - Autora: MYRIAN GONZÁLEZ VERA (CDE) - Páginas 373 al 384 - Año 2015",preview,2026-08-07T19:13:54.807256+00:00
a466fcf3-e540-4982-8cba-383258ed24b5,https://www.portalguarani.com/,JUICIO SUCESORIO,Autor: RODOLFO FABIÁN CENTURIÓN ORTÍZ - Año 2015,preview,2026-08-07T19:13:54.807256+00:00
35727835-30c7-478e-ac4e-1f90afdabc79,https://www.portalguarani.com/,LEGISLACIÓN DEL TRABAJO,EDICIÓN ACTUALIZADA 2011 - Recopilación: JOAQUÍN IRÚN GRAU - Año 2011,preview,2026-08-07T19:13:54.807256+00:00
e81a628b-dcc1-4925-8832-c4a1223ea89c,https://www.portalguarani.com/,"Patriarcado, machismo e impunidad",causas de la cotidiana violencia de género - Autora: MYRIAN GONZÁLEZ VERA (CDE) - Páginas 447 al 466 - Año 2012,preview,2026-08-07T19:13:54.807256+00:00
f01f83c1-e273-4eae-ae52-068d8c53d0a9,https://www.portalguarani.com/,CÓDIGO CIVIL PARAGUAYO Y LEYES COMPLEMENTARIAS,27ª Edición - Actualizado por MIGUEL ÁNGEL PANGRAZIO CIANCIO y HORACIO ANTONIO PETTIT - Año 2013,preview,2026-08-07T19:13:54.807256+00:00
bd5f59a6-e292-4c81-81ad-7705e47b4e5b,https://www.portalguarani.com/,El quiebre institucional presagia panorama desalentador. Reforma agraria y desarrollo rural,Autores: ELSY y QUINTÍN RIQUELME (CDE) - Páginas 329 al 338 - Año 2012,preview,2026-08-07T19:13:54.807256+00:00
fd6b5aba-8167-4f37-948a-1d20d088eb5a,https://www.portalguarani.com/,"ORIGEN, DESARROLLO Y MODERNIZACIÓN DE LA POLÍTICA EXTERIOR DEL PARAGUAY",Autor: ANTONIO SALUM FLECHA - Año 2012,preview,2026-08-07T19:13:54.807256+00:00
4a0fbde9-9d44-4676-bcc5-3175b42cb91e,https://www.portalguarani.com/,DERECHO ADMINISTRATIVO,Autor: MIGUEL ÁNGEL PANGRAZIO CIANCIO - Año 2005,preview,2026-08-07T19:13:54.807256+00:00
